month,paper_count,mention_count,share_pct,rolling_12m_pct
1992-12-01,253,0,0.0,0.0552177412143432
1993-01-01,618,0,0.0,0.03949447077409163
1993-02-01,229,0,0.0,0.03949447077409163
1993-03-01,215,0,0.0,0.03949447077409163
1993-04-01,268,1,0.3731343283582089,0.0705889981372757
1993-05-01,244,0,0.0,0.0705889981372757
1993-06-01,222,0,0.0,0.0705889981372757
1993-07-01,231,0,0.0,0.0705889981372757
1993-08-01,270,0,0.0,0.031094527363184077
1993-09-01,240,0,0.0,0.031094527363184077
1993-10-01,215,0,0.0,0.031094527363184077
1993-11-01,226,1,0.4424778761061947,0.06796768370536697
1993-12-01,263,0,0.0,0.06796768370536697
1994-01-01,588,1,0.17006802721088435,0.082140019306274
1994-02-01,233,1,0.4291845493562232,0.1179053984192926
1994-03-01,241,1,0.4149377593360996,0.15248354503063424
1994-04-01,245,0,0.0,0.12138901766745015
1994-05-01,282,0,0.0,0.12138901766745015
1994-06-01,250,0,0.0,0.12138901766745015
1994-07-01,250,0,0.0,0.12138901766745015
1994-08-01,245,0,0.0,0.12138901766745015
1994-09-01,263,1,0.38022813688212925,0.15307469574096091
1994-10-01,266,0,0.0,0.15307469574096091
1994-11-01,201,0,0.0,0.11620153939877803
1994-12-01,252,0,0.0,0.11620153939877803
1995-01-01,562,0,0.0,0.102029203797871
1995-02-01,233,0,0.0,0.06626382468485241
1995-03-01,253,1,0.3952569169960474,0.06462375448984806
1995-04-01,267,0,0.0,0.06462375448984806
1995-05-01,256,0,0.0,0.06462375448984806
1995-06-01,247,1,0.4048582995951417,0.09836194612277653
1995-07-01,226,1,0.4424778761061947,0.13523510246495943
1995-08-01,257,0,0.0,0.13523510246495943
1995-09-01,241,0,0.0,0.10354942439144865
1995-10-01,236,0,0.0,0.10354942439144865
1995-11-01,278,0,0.0,0.10354942439144865
1995-12-01,252,0,0.0,0.10354942439144865
1996-01-01,518,0,0.0,0.10354942439144865
1996-02-01,214,0,0.0,0.10354942439144865
1996-03-01,249,0,0.0,0.07061134797511137
1996-04-01,280,1,0.35714285714285715,0.10037325273701614
1996-05-01,301,0,0.0,0.10037325273701614
1996-06-01,230,0,0.0,0.06663506110408765
1996-07-01,264,1,0.3787878787878788,0.06132756132756132
1996-08-01,271,0,0.0,0.06132756132756132
1996-09-01,267,0,0.0,0.06132756132756132
1996-10-01,267,2,0.7490636704119851,0.12374953386189341
1996-11-01,267,0,0.0,0.12374953386189341
1996-12-01,247,0,0.0,0.12374953386189341
1997-01-01,435,1,0.22988505747126436,0.14290662198449877
1997-02-01,279,0,0.0,0.14290662198449877
1997-03-01,230,0,0.0,0.14290662198449877
1997-04-01,300,0,0.0,0.113144717222594
1997-05-01,298,0,0.0,0.113144717222594
1997-06-01,272,1,0.3676470588235294,0.1437819721245548
1997-07-01,285,0,0.0,0.11221631555889823
1997-08-01,253,0,0.0,0.11221631555889823
1997-09-01,279,0,0.0,0.11221631555889823
1997-10-01,240,0,0.0,0.049794343024566146
1997-11-01,340,0,0.0,0.049794343024566146
1997-12-01,257,1,0.38910505836575876,0.08221976455504604
1998-01-01,420,0,0.0,0.06306267643244068
1998-02-01,255,0,0.0,0.06306267643244068
1998-03-01,265,1,0.37735849056603776,0.09450921731294383
1998-04-01,262,0,0.0,0.09450921731294383
1998-05-01,327,1,0.3058103975535168,0.11999341710907023
1998-06-01,248,0,0.0,0.08935616220710944
1998-07-01,261,0,0.0,0.08935616220710944
1998-08-01,233,0,0.0,0.08935616220710944
1998-09-01,266,0,0.0,0.08935616220710944
1998-10-01,235,0,0.0,0.08935616220710944
1998-11-01,289,0,0.0,0.08935616220710944
1998-12-01,232,0,0.0,0.056930740676629545
1999-01-01,396,0,0.0,0.056930740676629545
1999-02-01,263,2,0.7604562737642585,0.1203020968236511
1999-03-01,274,0,0.0,0.08885555594314794
1999-04-01,269,1,0.37174721189591076,0.11983449026780717
1999-05-01,308,1,0.3246753246753247,0.12140656752795782
1999-06-01,274,0,0.0,0.12140656752795782
1999-07-01,252,0,0.0,0.12140656752795782
1999-08-01,288,0,0.0,0.12140656752795782
1999-09-01,242,1,0.4132231404958678,0.15584182923594683
1999-10-01,282,0,0.0,0.15584182923594683
1999-11-01,265,1,0.37735849056603776,0.18728837011644997
1999-12-01,277,0,0.0,0.18728837011644997
2000-01-01,479,1,0.20876826722338201,0.20468572571839846
2000-02-01,252,0,0.0,0.1413143695713769
2000-03-01,240,1,0.4166666666666667,0.17603659179359912
2000-04-01,316,0,0.0,0.14505765746893992
2000-05-01,285,0,0.0,0.11800138041266284
2000-06-01,276,1,0.36231884057971014,0.14819461712763868
2000-07-01,277,0,0.0,0.1481946171276387
2000-08-01,229,0,0.0,0.1481946171276387
2000-09-01,255,0,0.0,0.11375935541964971
2000-10-01,263,0,0.0,0.11375935541964971
2000-11-01,249,0,0.0,0.08231281453914657
2000-12-01,321,0,0.0,0.08231281453914657
2001-01-01,510,2,0.39215686274509803,0.09759519749928958
2001-02-01,227,0,0.0,0.09759519749928958
2001-03-01,329,0,0.0,0.06287297527706735
2001-04-01,284,0,0.0,0.06287297527706735
2001-05-01,318,0,0.0,0.06287297527706735
2001-06-01,292,0,0.0,0.032679738562091505
2001-07-01,295,2,0.6779661016949152,0.08917691370333443
2001-08-01,271,0,0.0,0.08917691370333443
2001-09-01,299,0,0.0,0.08917691370333443
2001-10-01,296,0,0.0,0.08917691370333443
2001-11-01,262,0,0.0,0.08917691370333443
2001-12-01,326,1,0.3067484662576687,0.11473928589147349
2002-01-01,662,0,0.0,0.08205954732938199
2002-02-01,250,0,0.0,0.08205954732938199
2002-03-01,278,0,0.0,0.08205954732938199
2002-04-01,331,0,0.0,0.08205954732938199
2002-05-01,300,1,0.33333333333333337,0.10983732510715978
2002-06-01,268,0,0.0,0.10983732510715978
2002-07-01,316,0,0.0,0.05334014996591684
2002-08-01,277,0,0.0,0.05334014996591684
2002-09-01,285,0,0.0,0.05334014996591684
2002-10-01,412,0,0.0,0.05334014996591684
2002-11-01,306,0,0.0,0.05334014996591684
2002-12-01,371,1,0.2695417789757413,0.05023959269242289
2003-01-01,683,2,0.29282576866764276,0.07464174008139311
2003-02-01,349,2,0.5730659025787965,0.12239723196295949
2003-03-01,423,0,0.0,0.12239723196295949
2003-04-01,467,1,0.21413276231263384,0.14024162882234564
2003-05-01,444,0,0.0,0.11246385104456787
2003-06-01,349,0,0.0,0.11246385104456787
2003-07-01,263,0,0.0,0.11246385104456787
2003-08-01,258,1,0.3875968992248062,0.14476359264663505
2003-09-01,355,0,0.0,0.14476359264663505
2003-10-01,337,0,0.0,0.14476359264663505
2003-11-01,338,1,0.2958579881656805,0.1694184249937751
2003-12-01,399,0,0.0,0.14695661007913
2004-01-01,601,1,0.16638935108153077,0.13642024194695399
2004-02-01,348,0,0.0,0.08866475006538761
2004-03-01,356,1,0.2808988764044944,0.11207298976576215
2004-04-01,331,1,0.3021148036253776,0.11940482654182412
2004-05-01,389,1,0.2570694087403599,0.14082727727018746
2004-06-01,358,0,0.0,0.14082727727018746
2004-07-01,321,2,0.6230529595015576,0.19274835722865058
2004-08-01,333,0,0.0,0.16044861562658339
2004-09-01,320,0,0.0,0.16044861562658339
2004-10-01,284,0,0.0,0.16044861562658339
2004-11-01,320,0,0.0,0.13579378327944336
2004-12-01,453,0,0.0,0.13579378327944336
2005-01-01,684,2,0.29239766081871343,0.14629447575754193
2005-02-01,309,0,0.0,0.14629447575754193
2005-03-01,363,0,0.0,0.12288623605716738
2005-04-01,339,0,0.0,0.09771000242171923
2005-05-01,321,0,0.0,0.07628755169335591
2005-06-01,358,1,0.27932960893854747,0.09956501910490155
2005-07-01,341,1,0.2932551319648094,0.07208186681017252
2005-08-01,363,1,0.27548209366391185,0.09503870794883185
2005-09-01,352,0,0.0,0.09503870794883185
2005-10-01,299,0,0.0,0.09503870794883185
2005-11-01,412,0,0.0,0.09503870794883185
2005-12-01,291,0,0.0,0.09503870794883185
2006-01-01,701,0,0.0,0.07067223621393905
2006-02-01,251,0,0.0,0.07067223621393905
2006-03-01,437,0,0.0,0.07067223621393905
2006-04-01,314,0,0.0,0.07067223621393905
2006-05-01,391,0,0.0,0.07067223621393905
2006-06-01,372,1,0.2688172043010753,0.0697962024941497
2006-07-01,415,0,0.0,0.04535827483041558
2006-08-01,324,0,0.0,0.022401433691756265
2006-09-01,389,0,0.0,0.022401433691756265
2006-10-01,315,2,0.6349206349206349,0.07531148660180918
2006-11-01,446,1,0.2242152466367713,0.09399609048820678
2006-12-01,348,0,0.0,0.09399609048820678
2007-01-01,635,3,0.47244094488188976,0.13336616922836428
2007-02-01,370,0,0.0,0.13336616922836428
2007-03-01,448,0,0.0,0.13336616922836428
2007-04-01,399,0,0.0,0.13336616922836428
2007-05-01,441,0,0.0,0.13336616922836428
2007-06-01,376,0,0.0,0.110964735536608
2007-07-01,384,0,0.0,0.110964735536608
2007-08-01,319,1,0.3134796238244514,0.13708803752197896
2007-09-01,396,0,0.0,0.13708803752197896
2007-10-01,310,1,0.3225806451612903,0.11105970504203357
2007-11-01,329,0,0.0,0.09237510115563596
2007-12-01,383,0,0.0,0.09237510115563596
2008-01-01,567,1,0.1763668430335097,0.06770225933493762
2008-02-01,343,1,0.2915451895043732,0.09199769179363537
2008-03-01,444,0,0.0,0.09199769179363537
2008-04-01,430,1,0.23255813953488372,0.1113775367548757
2008-05-01,387,1,0.2583979328165375,0.1329106978229205
2008-06-01,405,0,0.0,0.1329106978229205
2008-07-01,428,2,0.46728971962616817,0.17185150779176783
2008-08-01,333,0,0.0,0.1457282058063969
2008-09-01,439,1,0.22779043280182232,0.1647107418732154
2008-10-01,404,0,0.0,0.13782902144310788
2008-11-01,401,0,0.0,0.13782902144310788
2008-12-01,384,1,0.26041666666666663,0.15953041033199677
2009-01-01,577,1,0.17331022530329288,0.15927569218781204
2009-02-01,342,1,0.29239766081871343,0.15934673146400705
2009-03-01,482,0,0.0,0.15934673146400705
2009-04-01,449,0,0.0,0.13996688650276676
2009-05-01,452,1,0.22123893805309736,0.1368703036058134
2009-06-01,486,0,0.0,0.1368703036058134
2009-07-01,456,1,0.21929824561403508,0.11620434743813564
2009-08-01,368,1,0.2717391304347826,0.13884927497436753
2009-09-01,514,1,0.19455252918287938,0.13607944967278895
2009-10-01,470,2,0.425531914893617,0.17154044258059034
2009-11-01,481,0,0.0,0.17154044258059034
2009-12-01,417,0,0.0,0.1498390536917015
2010-01-01,587,1,0.17035775127768313,0.14959301418956733
